Client_ID,Nom_Client,Date_naissance,Nationalité,Adresse,Numéro_Identité,Profession,Score_Risque,Statut_KYC
834,Fatima,2/11/1985,France,Room 454,75be3396-c581-486b-8c9d-488e529e9796,Design Engineer,1-May,Rejeté
835,Layla,6/6/1975,France,17th Floor,0f70dc4b-df5b-400f-98b7-9fc838d91919,Senior Cost Accountant,2-May,Rejeté
836,Layla,4/22/1975,France,Apt 1546,6f7661d1-372e-4551-be1b-37eee9a5f9da,Tax Accountant,2-May,Rejeté
837,Nour,3/18/1976,France,PO Box 37515,5ee10d5e-6abf-4330-aae7-67ff8d983f08,Desktop Support Technician,4-May,en attente
838,Layla,4/16/1971,South Africa,Apt 1099,cb2344a2-2203-4384-bf72-31ab4e0bbaf2,Sales Associate,1-May,Validé
839,Zainab,4/13/1998,France,PO Box 99821,4db5b3c8-881b-4e8d-868d-9981ed94f9cf,Accountant IV,5-May,Validé
840,Fatima,7/11/1974,France,Suite 21,1946474a-18f8-4108-bc9a-a41041869828,Product Engineer,1-May,Rejeté
841,Khalid,5/13/1980,France,PO Box 59605,d4db4111-26cb-4d53-94ae-05834183cefb,VP Marketing,5-May,Rejeté
842,Nour,3/14/1977,France,Apt 231,1168ed47-05a9-4877-800b-551f98e2f0c1,Cost Accountant,5-May,en attente
843,Aisha,7/8/1989,France,Suite 95,89ae930b-89ff-4d0a-98c4-b45d4879c39d,Assistant Manager,5-May,Rejeté
844,Youssef,12/13/1986,South Africa,2nd Floor,dd4f29f4-aec3-4879-92c6-d2154e5eed9d,Teacher,5-May,Validé
845,Nour,2/3/1981,France,14th Floor,87d426be-dcd8-4f22-bbee-7f0549029e3b,Account Coordinator,4-May,Rejeté
846,Nour,11/2/1992,Micronesia,Room 246,c5d7c41e-4ceb-4d22-86d0-78b0b4a04b93,Operator,5-May,Validé
847,Ali,4/19/1990,South Africa,Suite 56,d6f27815-f4e4-4645-b5a4-e0361080806a,Information Systems Manager,3-May,Validé
848,Khalid,9/25/1997,France,Suite 28,0af1373e-88c4-4cd9-ba1b-68b1335436b5,Software Engineer I,5-May,en attente
849,Youssef,1/25/1973,France,Room 192,9e794a00-0285-4733-88e9-542776ff4382,Accountant I,5-May,Validé
850,Ali,12/5/1988,France,PO Box 93107,7dbf8989-474e-407a-a537-3e496d0af4f4,Quality Engineer,5-May,Validé
851,Zainab,9/7/2006,France,13th Floor,c20194c4-828e-4bb0-8f1a-5c39c2e5a608,Data Coordinator,5-May,Rejeté
852,Fatima,2/24/1985,South Africa,16th Floor,c21907df-607e-468a-809d-3e8af619d4dd,Geologist III,4-May,en attente
853,Youssef,2/3/1971,France,PO Box 62995,cfa539c1-9ab4-4b29-82ab-172ff4a256c1,Desktop Support Technician,5-May,Validé
854,Fatima,10/1/1991,France,Suite 41,50bd1cbf-914d-4f86-bab4-36f379e5e9ca,Information Systems Manager,4-May,en attente
855,Abdullah,2/14/1992,France,11th Floor,fe6c72bf-3eb3-4b07-b018-7fbb3bc472dc,Research Associate,5-May,en attente
856,Zainab,12/12/1974,France,Apt 1632,0a403f7d-7686-4ff7-aeb5-6baa6ef60c70,Internal Auditor,3-May,Rejeté
857,Layla,6/11/1976,South Africa,Suite 13,44be1c56-5bc3-499f-a3ac-a552d8b76731,Assistant Professor,2-May,Rejeté
858,Nour,6/14/1979,France,Room 3,0e18581b-328e-44e4-a6ac-bb04edb040f4,Budget/Accounting Analyst I,3-May,Rejeté
859,Abdullah,7/3/1980,France,Room 862,5051b683-b127-42bb-88e4-151d6ee08177,Quality Engineer,2-May,en attente
860,Fatima,12/21/2003,France,3rd Floor,68d7ba37-39fd-4c04-9715-f1fa8bec4443,Registered Nurse,5-May,en attente
861,Layla,8/11/2002,South Africa,Suite 69,9576747c-8723-4d8f-bcca-191cd638eff4,Compensation Analyst,2-May,Validé
862,Ali,10/5/1995,South Africa,Apt 350,5194a087-9b54-4c65-8bd9-de1fd85ecc54,Help Desk Operator,1-May,Rejeté
863,Zainab,6/15/1993,France,PO Box 48319,576904c8-5c47-4f81-a833-e8f4c6933070,Nurse Practicioner,2-May,Validé
864,Ali,2/20/1980,France,Apt 311,ad5ac2d7-4735-4156-ba90-ff5ac934012c,VP Sales,2-May,Validé
865,Aisha,4/17/1975,France,Apt 14,8a1f5a92-6dc3-4450-bf36-bedf61ac6912,Data Coordinator,1-May,Rejeté
866,Fatima,3/17/1994,France,Room 186,e28b3252-8f3a-486a-aaba-4fa1526e2e2c,Financial Analyst,2-May,Validé
867,Fatima,4/9/1989,Morocco,Apt 1376,240dc36d-c2d9-471d-ae2e-5cdef242010e,Marketing Manager,3-May,Validé
868,Omar,2/12/1990,France,Suite 87,88e3a863-5ca7-43ec-a708-d0eabdc011e0,Programmer II,3-May,Validé
869,Zainab,7/29/1995,France,9th Floor,b75ff689-41aa-44ed-8610-d5af1cb1453b,Nurse Practicioner,4-May,en attente
870,Nour,5/5/1985,Morocco,Suite 9,17db74ba-b88b-4671-8df1-a4c731937faf,Analyst Programmer,4-May,Rejeté
871,Youssef,12/27/1973,South Africa,Apt 1765,a2ec6fe1-d099-4de4-917d-a59d9e78c6c3,Web Developer I,3-May,Rejeté
872,Nour,12/22/2001,South Africa,10th Floor,5b542b2d-9eed-4d12-9cda-2fbfcf391d7f,Marketing Assistant,3-May,Validé
873,Omar,7/27/1997,France,17th Floor,d2fde100-feff-41f1-bf84-f5c203d8e432,Librarian,4-May,Validé
874,Youssef,1/1/1985,France,Room 905,dcd23813-826d-4e06-9e64-2782733728a7,Structural Analysis Engineer,2-May,en attente
875,Ali,6/24/2004,France,Apt 806,4f7ac3d9-dede-4a8f-9d02-713d3c898c33,VP Accounting,2-May,Validé
876,Aisha,11/20/2004,France,Apt 724,c1647beb-5ded-47cf-8629-c85c59d170a1,VP Sales,2-May,en attente
877,Khalid,1/17/1992,France,Room 1761,90f3f220-351d-493d-a8bd-ca2681b1bbb7,General Manager,4-May,Rejeté
878,Youssef,3/30/1973,France,17th Floor,6d5128c0-7425-445d-8460-b3a7f4a92d54,VP Marketing,4-May,en attente
879,Khalid,10/16/1996,France,Suite 79,040db8b9-3cd0-4732-ab83-a4ea804a36fd,Media Manager IV,5-May,Validé
880,Youssef,9/19/1994,France,Suite 5,c9c5bda4-e482-4afd-9b44-b9f4a392d5f7,Staff Accountant IV,2-May,Rejeté
881,Aisha,11/24/1972,South Africa,Suite 18,07657071-08c9-4311-bd3d-7e9a4f334c3e,Office Assistant I,2-May,Validé
882,Aisha,7/11/2001,France,PO Box 88618,9a2b586b-aee3-4d13-bcef-6d277da84f76,VP Quality Control,3-May,en attente
883,Aisha,5/4/1980,France,Apt 1022,941114c5-cbb2-4de8-ba86-d2a330d9a7c5,Systems Administrator IV,4-May,en attente
884,Abdullah,11/13/1977,Morocco,Room 283,cf7096f3-d9ed-4a9a-9416-c9a219109229,Account Representative I,1-May,Rejeté
885,Layla,7/19/1992,France,Room 1789,7d272fb2-8cc3-4c93-b1db-b4f41fc70bcb,Nurse Practicioner,1-May,Rejeté
886,Ali,9/29/1973,France,PO Box 31081,dc0f1436-b88f-42b2-9802-7f56f4dfa68a,Senior Developer,3-May,en attente
887,Aisha,3/4/1981,France,Apt 222,f958443a-85af-45e6-8226-f2de39cb8fe5,Internal Auditor,1-May,Rejeté
888,Zainab,3/4/1997,France,Suite 16,efa56b12-2a6d-4858-b6df-176318235c14,VP Marketing,2-May,Rejeté
889,Youssef,12/30/1993,France,17th Floor,bc0b2ebc-60d4-4f3d-8784-20bc302abc0f,Senior Developer,4-May,Rejeté
890,Youssef,6/28/1978,France,Suite 51,d17c9885-9437-42e2-b037-d9cec116a4df,Editor,3-May,Rejeté
891,Ali,8/13/2001,France,Room 48,a1492c11-0fe6-41aa-88d4-b9c00631e009,Administrative Assistant I,2-May,en attente
892,Aisha,1/31/1986,Morocco,Apt 1181,344fad48-4fe5-4c41-9bcf-8abe7dda8c9a,Food Chemist,1-May,Rejeté
893,Layla,4/8/1987,Morocco,8th Floor,95f190f9-b46e-4ab4-8cb5-4ded715f93bb,Compensation Analyst,2-May,Rejeté
894,Abdullah,4/20/1977,South Africa,17th Floor,e0ac7be6-90c3-4b2f-82b4-ed6ee9dca762,Geological Engineer,4-May,Rejeté
895,Fatima,6/12/1975,France,Room 1274,1b614ec4-8db3-4400-982c-3f14d88eab17,Senior Financial Analyst,1-May,Rejeté
896,Fatima,9/23/1990,South Africa,PO Box 80807,2619a6d9-0f1e-4323-b17d-613ced241fb4,Business Systems Development Analyst,1-May,en attente
897,Aisha,11/10/1995,Morocco,Suite 62,034454ed-c20c-43ea-a4ce-96962401914a,Technical Writer,3-May,Validé
898,Khalid,11/13/1997,France,Room 809,3af30e5b-f2e1-493a-9153-1e8950df613f,Developer I,3-May,Rejeté
899,Omar,7/24/1972,France,PO Box 37527,9275b2f1-f42e-4184-9bf4-a1c661b2df79,Software Consultant,2-May,Rejeté
900,Fatima,9/7/1972,France,Apt 745,8252474c-f60a-48d1-8e78-e93e8386e30f,Account Executive,1-May,Rejeté
901,Youssef,12/21/1992,France,Apt 709,2cbf4054-2680-4399-9509-165922e12c31,Senior Editor,1-May,en attente
902,Youssef,11/27/1976,France,Apt 1004,06dd09d4-5ad7-4d31-81e5-3dc55d9bb16c,Geologist I,5-May,en attente
903,Ali,12/19/1991,South Africa,Room 499,e3f14388-1b37-46cf-b728-8c89572bdbcf,Account Representative II,4-May,Rejeté
904,Fatima,9/19/1992,South Africa,Apt 466,7cacff85-22ba-4e5b-8fe1-996c7e792820,VP Sales,1-May,Validé
905,Ali,2/9/1971,France,Room 658,28fbfb41-509f-4343-80f6-e4558b2701d7,Biostatistician I,3-May,en attente
906,Zainab,12/17/1970,South Africa,4th Floor,44f0d788-6743-484a-95f3-3c614c63a502,Food Chemist,3-May,en attente
907,Ali,3/15/2004,France,Suite 40,b2b480c8-5423-46d9-b1a9-52da51bfd86b,Nurse Practicioner,2-May,en attente
908,Omar,7/6/1977,France,3rd Floor,78b72faa-4d5e-4b9a-9cab-ceb84cd70531,Teacher,2-May,Rejeté
909,Youssef,12/9/1988,France,13th Floor,34cc764a-5a1f-414b-af5b-2a047a30a55e,Administrative Officer,1-May,Validé
910,Aisha,1/10/1982,Morocco,2nd Floor,92292e7c-acd2-4ab0-86b0-1d4bae4ea874,Senior Financial Analyst,5-May,Rejeté
911,Khalid,2/4/1996,France,9th Floor,c886a9a8-47b6-4e64-84c4-aa3d38575fb7,Dental Hygienist,3-May,en attente
912,Khalid,2/11/1994,France,Suite 20,ee49a9c1-bb64-4336-bfe1-fb09679713b1,Systems Administrator I,2-May,en attente
913,Nour,12/19/1976,South Africa,14th Floor,16b5e6b5-768a-440e-a0af-a912eb5bccde,Quality Control Specialist,3-May,Rejeté
914,Fatima,8/25/1994,Micronesia,Room 893,4e3da4c5-2c28-4edf-b907-4f2a5cac5937,Account Coordinator,5-May,Rejeté
915,Nour,1/29/1987,France,PO Box 50741,022f8ebb-d278-4c6c-a47a-02c89e181c57,Senior Sales Associate,5-May,Rejeté
916,Youssef,3/8/1977,France,Apt 1624,d12299e6-ca3e-43b0-b5ee-375580759415,Office Assistant IV,1-May,Rejeté
917,Layla,10/23/1976,Morocco,Suite 89,6e9e3c12-59bf-4679-9d6c-54926b398a13,Web Developer III,3-May,en attente
918,Abdullah,3/17/1984,France,6th Floor,39865007-988a-466f-8168-246553484e3b,Speech Pathologist,4-May,Rejeté
919,Nour,12/31/2000,France,3rd Floor,1bfd690c-16c9-45e6-9bb4-0f77498d0df3,Graphic Designer,4-May,en attente
920,Abdullah,5/14/1971,France,18th Floor,17755eb3-716d-40d2-9a61-8d5dceab6b1b,Speech Pathologist,3-May,Validé
921,Khalid,11/3/2002,France,PO Box 78143,d477f567-0e94-4464-b285-5e57dc1aff5a,VP Sales,5-May,Validé
922,Ali,4/3/2001,France,PO Box 89396,963478e9-6f0b-487b-ada8-8095537967da,Sales Representative,3-May,en attente
923,Youssef,12/24/1970,France,Suite 23,84dba29d-a04d-4d8a-87b2-92828307a2e5,Research Associate,5-May,Rejeté
924,Khalid,6/12/1982,France,1st Floor,8c036fd7-2544-4685-96d3-2bd0bbf8239c,Paralegal,2-May,Validé
925,Ali,7/5/1988,France,10th Floor,a1b64dc9-297f-45ac-857a-673e7893a790,Safety Technician III,3-May,en attente
926,Khalid,1/26/1983,France,Room 1210,75bce639-8a2d-40e1-b9f3-d6b669237812,Geological Engineer,4-May,en attente
927,Ali,3/19/2003,France,Room 443,2ff40038-d177-457d-9794-3142636b359f,Clinical Specialist,4-May,Rejeté
928,Layla,11/23/1994,Morocco,Suite 77,2964cdf7-642b-41d4-8e2c-6200b23097d8,Graphic Designer,5-May,en attente
929,Omar,6/1/1977,South Africa,PO Box 50009,a6a4a3e7-fd57-4c35-8fa0-c7f3591992c1,Senior Financial Analyst,2-May,Rejeté
930,Abdullah,2/10/1984,France,Room 224,23466659-10b2-4453-82ad-8c3dbe48475c,Teacher,4-May,en attente
931,Omar,6/9/1991,France,PO Box 4187,c13da5e6-d596-4214-8a87-a713948c38ad,Librarian,3-May,en attente
932,Nour,10/2/1996,France,Room 1002,c3e0c91b-83ca-4a8c-9689-4a72509b16e6,Quality Engineer,2-May,Validé
933,Khalid,3/2/1976,South Africa,PO Box 76772,7fc2a284-aa53-41c5-890b-23cd2383c38d,Software Test Engineer III,3-May,Validé
934,Aisha,6/18/2006,Morocco,Apt 1333,0349a799-24d5-411a-b0c4-ca8b7ea6dde5,Sales Associate,2-May,Validé
935,Ali,11/27/1986,France,PO Box 9251,c95cda68-e9a7-43cc-bf84-f396276d5b84,Paralegal,2-May,Rejeté
936,Abdullah,5/19/1974,South Africa,Apt 554,1f5b6b35-82e7-4c6a-80c3-ff4d2346a6c3,Marketing Assistant,3-May,Rejeté
937,Youssef,2/5/1982,France,Suite 41,40a1a791-8413-433a-bf8a-3d524ed876da,Chemical Engineer,5-May,Rejeté
938,Omar,3/20/1996,France,Suite 72,1a14c80f-cfc8-4244-9d46-ffedb7346ca8,Research Nurse,5-May,Rejeté
939,Abdullah,6/29/2002,France,Apt 1493,2444b654-e7e6-40c0-9167-d9a55343a339,Administrative Officer,3-May,Rejeté
940,Nour,4/7/2002,France,PO Box 49036,b96e46d7-8512-4e73-828c-632b648c7041,Senior Developer,1-May,Rejeté
941,Omar,4/7/2003,France,Suite 79,2757539d-7ba9-4de2-b755-54cfa949d704,Operator,4-May,en attente
942,Fatima,3/25/1983,South Africa,Suite 98,34d4053e-8c07-495e-9350-2b790dba041c,Software Consultant,4-May,Validé
943,Layla,5/5/1985,France,Suite 5,7e7e5f38-9a7e-45ff-ae4f-344e571fac57,Payment Adjustment Coordinator,5-May,en attente
944,Fatima,3/25/1983,France,Apt 612,e98e0d16-0842-497f-98bf-05843417be02,Mechanical Systems Engineer,1-May,en attente
945,Nour,10/14/1977,South Africa,Suite 53,5b5f36fa-2238-4c0e-a55a-e2726bca7621,Recruiter,4-May,Validé
946,Khalid,6/8/1997,France,PO Box 34896,0d72125a-d4a8-4bfe-9af2-41c3ed3bf38e,VP Marketing,5-May,en attente
947,Youssef,6/16/1972,Morocco,PO Box 86191,0540407a-9136-4ee8-ab2d-f74f18682286,Chief Design Engineer,1-May,Validé
948,Khalid,3/12/2003,France,PO Box 93926,bd4de9db-008a-4172-9b13-6439f242b20c,Data Coordinator,1-May,Rejeté
949,Abdullah,10/26/1983,South Africa,PO Box 84422,78893028-d2cd-46ae-8e86-a44a2e4d02b9,Programmer Analyst II,4-May,en attente
950,Omar,8/28/1992,France,PO Box 64137,1a0358ee-4951-4bd8-9850-2d456494ff47,Research Nurse,5-May,en attente
951,Youssef,4/29/1972,France,2nd Floor,35697ab3-e10d-45ed-8b8d-19ec3a6010e6,Mechanical Systems Engineer,5-May,Validé
952,Fatima,7/21/1983,France,Apt 750,906da5c4-dd52-443a-ae96-e1b5006b1b73,Information Systems Manager,1-May,en attente
953,Khalid,1/4/1974,France,17th Floor,993e5f73-075c-4a6e-b7f4-63c115f8dfb6,Staff Accountant III,4-May,en attente
954,Ali,10/20/1980,France,10th Floor,72bb1550-721f-4304-8dfc-8c805027a150,Executive Secretary,4-May,Validé
955,Youssef,7/30/1996,France,PO Box 60892,d5c4c244-608c-4dd2-a775-d069972f4a49,Health Coach IV,1-May,Rejeté
956,Khalid,8/20/1992,South Africa,Room 1487,310bb957-bbfd-4d34-9373-64d862994baa,Recruiter,5-May,Validé
957,Youssef,11/24/1981,Morocco,Room 1749,f8e51c79-16fb-4c6c-92fc-092040ad6c8d,Assistant Manager,5-May,Rejeté
958,Abdullah,8/17/1975,France,14th Floor,5d752b33-cf83-4ed4-97f3-596e2de4ab9e,Marketing Assistant,3-May,Validé
959,Aisha,10/8/1995,France,PO Box 56648,2ef4c78d-fd2f-4a12-b38e-06fee610ae9b,VP Quality Control,5-May,Validé
960,Omar,6/11/1992,France,Room 1072,2b329941-cbf3-4da9-a0ec-eaf9651e18a3,Civil Engineer,1-May,en attente
961,Omar,1/5/1980,France,Suite 38,97575153-b17f-4cdf-86b5-ae82bad84a59,Professor,3-May,Validé
962,Ali,12/11/1987,France,PO Box 56415,f85d4356-f109-481f-9de9-fadfe951c965,Quality Engineer,1-May,en attente
963,Youssef,5/15/1991,South Africa,Suite 42,1a0b10da-414b-4f13-8252-aecdbfac99e1,Programmer IV,2-May,Validé
964,Nour,5/7/1989,South Africa,19th Floor,2428eb67-840c-4483-afde-3d95c6da852e,Help Desk Operator,3-May,en attente
965,Khalid,4/28/2005,France,Room 1609,7cab1c4e-c0b2-4ad7-8a3b-28e61875c2a4,Senior Quality Engineer,5-May,en attente
966,Fatima,3/10/1975,France,PO Box 5716,54c401b1-38bf-42c6-bbca-2f34803d99de,Automation Specialist IV,2-May,en attente
967,Zainab,5/14/1979,Morocco,Suite 9,bf84e280-50dc-43cc-a4ca-58be5adb463d,Marketing Assistant,5-May,Rejeté
968,Layla,2/25/1982,France,Room 27,efdb6872-ada7-42fe-beb3-7313d8bc48dc,Statistician I,2-May,Rejeté
969,Youssef,7/26/1972,Micronesia,PO Box 68050,acd3f2f0-522c-41e6-858a-457dd82a01d4,Information Systems Manager,4-May,en attente
970,Layla,7/31/1988,France,Room 1281,769a1c71-3349-4e65-993b-b7057e132ee0,Database Administrator IV,4-May,en attente
971,Omar,3/13/1983,France,Apt 965,086f79c6-2ac9-46d6-8eba-e7052908f896,Administrative Assistant I,3-May,Rejeté
972,Youssef,8/14/1974,France,PO Box 9303,f4d68891-fdf3-40cc-a23c-c452742de8c7,Clinical Specialist,1-May,en attente
973,Fatima,10/17/1986,France,Room 629,894bce95-ad21-493b-8968-ea4f5e94bb66,Design Engineer,5-May,Validé
974,Aisha,11/10/1976,South Africa,Apt 211,03a0aad6-184b-4c02-9037-d20b0ac653d3,Registered Nurse,3-May,Rejeté
975,Ali,5/29/1981,France,20th Floor,adac8eee-6f07-4e7c-bc1e-d6d1e5ef3cca,Quality Engineer,2-May,Validé
976,Aisha,6/30/2001,South Africa,6th Floor,85797eee-7b63-4e5d-8f3a-d583517010d7,VP Accounting,5-May,Rejeté
977,Aisha,3/13/2003,France,Suite 79,94abf8c9-b7d4-4c4a-b1e0-f2de81d59023,Analyst Programmer,1-May,en attente
978,Abdullah,5/29/1981,Morocco,6th Floor,cccb22b4-19d5-4db5-9a47-1794f9fc7cf1,Statistician I,3-May,en attente
979,Layla,2/20/1985,France,PO Box 11470,cd28b1ca-0d2e-4420-8072-47b3a37c5392,Community Outreach Specialist,4-May,en attente
980,Nour,8/6/2003,Morocco,Apt 1745,9f75b434-f347-4939-bc69-8e142a6bd213,Budget/Accounting Analyst III,1-May,en attente
981,Nour,5/25/2000,Morocco,Room 856,8440abff-890b-472c-9f45-a3e7fd0848d0,Paralegal,4-May,Rejeté
982,Abdullah,9/23/1973,France,14th Floor,e30ff9a8-54e0-4a00-903e-80f6306c42a5,Database Administrator II,4-May,Rejeté
983,Zainab,1/13/1997,France,19th Floor,528497d3-d3a4-4c94-8b92-0cac1d0470a7,Assistant Professor,5-May,Rejeté
984,Khalid,5/4/1999,Morocco,PO Box 34003,d7d254d6-9671-4544-b2ec-4afc0a7c8cd4,Structural Engineer,2-May,en attente
985,Zainab,12/13/1989,France,Room 1687,6980acb5-14fa-43d9-92fb-f6e703d1a60c,Product Engineer,4-May,en attente
986,Khalid,9/6/1971,South Africa,Room 211,a21341c8-eb9a-4f2f-bc38-00aa59872ef4,Electrical Engineer,5-May,en attente
987,Zainab,12/29/1990,France,Apt 565,bb039e2c-6704-452a-9415-85285b2107d9,Actuary,5-May,Validé
988,Youssef,2/18/1974,South Africa,PO Box 35415,fb0e255b-7efb-41a7-ae7f-18852076c7c2,Project Manager,5-May,Validé
989,Nour,7/16/1978,France,Apt 835,1533894c-5c20-4df3-8624-97ea984a5826,Assistant Manager,4-May,Rejeté
990,Zainab,2/8/1986,France,Room 17,ddc870d2-f636-431f-bccc-9000f29ddcb8,Internal Auditor,3-May,Rejeté
991,Omar,11/8/1977,France,7th Floor,71f3319e-e125-4ac4-82d1-c18c0e7d6d53,VP Sales,5-May,en attente
992,Zainab,5/12/1982,France,3rd Floor,b213eb09-53c3-414b-bcac-10aad31c0321,VP Product Management,1-May,en attente
993,Layla,6/25/1995,France,Room 1049,2b5e635b-e57c-4aff-a38c-7bb5183e0469,Administrative Officer,2-May,Rejeté
994,Aisha,12/13/2001,France,PO Box 86983,66fa4b13-5d8b-4f1e-98e2-b0c83676f1f2,Mechanical Systems Engineer,2-May,Validé
995,Nour,4/19/1979,France,PO Box 45599,17528bf9-0cdc-4501-a30c-b0407e933287,Nuclear Power Engineer,4-May,en attente
996,Khalid,10/31/1988,South Africa,Apt 548,12a113f5-653f-4080-89fb-587ffebd6c56,Safety Technician IV,4-May,Rejeté
997,Aisha,3/11/1971,France,15th Floor,5b61bdd0-f247-4daa-991c-b23a7bafbfb1,Analog Circuit Design manager,5-May,Rejeté
998,Abdullah,7/25/1980,South Africa,Apt 243,9448da8a-4bce-4141-bd71-bb886be46dd0,Administrative Officer,2-May,en attente
999,Nour,3/25/1972,France,Room 554,c6c64168-1ab2-434e-b3f4-3cc1c493ee49,Paralegal,4-May,Rejeté
1000,Youssef,6/12/1982,South Africa,Room 488,e2e48c8b-fbcd-42a3-9854-254c5ff7b6b2,VP Sales,1-May,en attente
